機台名稱,Datatime,工卡號,F_DORDER_ID,F_SEQ,F_COLOR_SEQ,F_PROD_ID,F_BATCH_ID,F_COLOR_CHI,F_LAB_ID,F_COLOR_ID,F_COLOR_ENG,F_COLOR_ARGB,COLOR_FLAG,F_UNIT,F_UNIT_P,Process,主機速度,冷風轉速1,冷風轉速2,烘箱轉速1,烘箱轉速2,烘箱轉速3,烘箱轉速4,烘箱轉速5,烘箱轉速6,烘箱轉速7,烘箱轉速8,烘箱溫度1,烘箱溫度2,烘箱溫度3,烘箱溫度4,烘箱溫度5,烘箱溫度6,烘箱溫度7,烘箱溫度8,烘箱溫度設定1,烘箱溫度設定2,烘箱溫度設定3,烘箱溫度設定4,烘箱溫度設定5,烘箱溫度設定6,烘箱溫度設定7,烘箱溫度設定8,排風轉速1,排風轉速2,排風濕度,含水率,總耗電,Thermal_Temper_NW,Thermal_Temper_N,Thermal_Temper_NE,Thermal_Temper_W,Thermal_Temper_C,Thermal_Temper_E,Thermal_Temper_SW,Thermal_Temper_S,Thermal_Temper_SE,Thermal_Temper_avg,Thermal_uniformity,Therma_Spot1_Temper,Thermal_Spot1_Temper_min,Thermal_Spot1_Temper_avg,Thermal_Spot1_Temper_max,Thermal_Full_min,Thermal_Full_avg,Thermal_Full_max,幅寬,碼重,布種規格
1,2021/5/3 09:22:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1488,1500,1639,1758,1536,1738,1633,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.07300186,49.04199982,49.29499817,49.86899948,48.73799896,47.96099854,49.52000046,48.68700027,48.19800186,49.04299927,0.957000017,0,47.04299927,48.9980011,50.72499847,50.72499847,50.72499847,50.72499847,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:23:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1488,1500,1639,1759,1537,1738,1633,120,120,121,120,120,120,120,120,120,120,121,120,120,120,120,120,1790,1777,,2.624158621,85,49.53699875,49.05799866,49.1269989,48.67100143,47.84199905,47.98099899,48.61000061,48.22000122,47.45399857,48.5,0.953000009,0,47.15800095,48.60200119,50.48699951,50.48699951,50.48699951,50.48699951,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:24:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1488,1500,1639,1758,1536,1737,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.05500031,49.52899933,49.6590004,49.16799927,48.75099945,49.18700027,49.13299942,48.375,48.54700089,49.15599823,0.963999987,0,47.30500031,48.99700165,50.50799942,50.50799942,50.50799942,50.50799942,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:25:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.10000038,5,5,1625,1488,1500,1639,1758,1537,1738,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,49.52500153,49.89400101,48.73300171,49.20800018,48.79700089,48.52199936,49.15999985,48.57300186,48.40599823,48.97999954,0.957000017,0,47.07899857,48.93500137,50.54800034,50.54800034,50.54800034,50.54800034,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:26:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1489,1500,1639,1759,1537,1738,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.14199829,49.45800018,48.79299927,51.6780014,52.15599823,51.52799988,49.22100067,49.10800171,49.19900131,50.14300156,0.930000007,0,47.82500076,50.18099976,54.70000076,54.70000076,54.70000076,54.70000076,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:27:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1536,1737,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1776,,2.624158621,85,49.97600174,49.31900024,48.60100174,49.2820015,48.86399841,48.4109993,48.86100006,48.1570015,47.71900177,48.79899979,0.953999996,0,47.04199982,48.87099838,50.34000015,50.34000015,50.34000015,50.34000015,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:28:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1488,1500,1639,1758,1536,1738,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,49.93199921,49.29999924,48.94200134,49.24599838,48.69800186,48.19800186,49.01100159,48.45700073,48.04700089,48.86999893,0.959999979,0,47.48500061,48.90599823,50.55400085,50.55400085,50.55400085,50.55400085,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:29:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1537,1738,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1776,,2.624158621,85,50.2519989,49.5890007,49.07699966,49.72900009,49.13700104,48.1629982,49.33599854,48.91400146,47.99399948,49.13199997,0.953000009,0,47.0719986,48.98099899,50.86600113,50.86600113,50.86600113,50.86600113,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:30:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1488,1500,1639,1758,1536,1738,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,49.7159996,49.77600098,50.26699829,48.70399857,48.85900116,49.41999817,48.41999817,48.29100037,48.9469986,49.15499878,0.959999979,0,47.60800171,49.0909996,50.89799881,50.89799881,50.89799881,50.89799881,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:31:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1537,1738,1635,120,120,120,120,120,120,121,120,120,120,120,120,120,120,121,120,1790,1776,,2.624158621,85,50.17200089,49.20399857,49.20999908,49.48699951,48.46300125,48.63199997,49.07899857,48.36500168,48.13199997,48.97200012,0.957000017,0,47.40999985,48.86199951,51.20800018,51.20800018,51.20800018,51.20800018,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:32:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1537,1738,1633,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.59999847,49.71699905,48.86700058,49.51300049,49.4109993,48.48099899,48.9129982,49.04700089,48.52999878,49.23099899,0.949000001,0,47.47800064,49.09899902,51.23400116,51.23400116,51.23400116,51.23400116,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:33:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1536,1738,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,86,49.58200073,49.20000076,48.99900055,49.29399872,48.93000031,48.24700165,49.06000137,48.36800003,48.28099823,48.88499832,0.95599997,0,47.24900055,48.92499924,50.90800095,50.90800095,50.90800095,50.90800095,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:34:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1489,1500,1639,1758,1537,1738,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.56100082,49.5530014,49.9679985,49.67499924,49.10300064,49.17499924,49.26200104,49.04100037,48.68899918,49.44800186,0.962000012,0,47.98600006,49.4679985,51.01399994,51.01399994,51.01399994,51.01399994,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:35:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1537,1738,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.18700027,49.4070015,49.61199951,50.0340004,48.81900024,49.52700043,49.0909996,48.72900009,49.2480011,49.40599823,0.961000025,0,47.5340004,49.10800171,50.66500092,50.66500092,50.66500092,50.66500092,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:36:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1488,1500,1639,1758,1537,1737,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1776,,2.624158621,85,50.57899857,49.72499847,49.79100037,49.85599899,49.27199936,48.47600174,49.45199966,49.20899963,48.13899994,49.38899994,0.950999975,0,47.64899826,49.43700027,51.25099945,51.25099945,51.25099945,51.25099945,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:37:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1488,1500,1639,1758,1536,1738,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,86,49.8370018,49.57300186,49.22100067,49.52199936,48.97299957,48.48600006,49.28300095,48.89899826,47.76699829,49.06200027,0.94599998,0,47.26800156,49.27700043,51.15100098,51.15100098,51.15100098,51.15100098,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:38:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1537,1738,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.40399933,49.72999954,49.42100143,49.52199936,49.43500137,49.01800156,49.09700012,49.06499863,48.52299881,49.35699844,0.95599997,0,47.83800125,49.39799881,51.16500092,51.16500092,51.16500092,51.16500092,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:39:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1489,1500,1639,1758,1536,1738,1636,120,120,121,120,120,120,121,120,120,120,121,120,120,120,121,120,1790,1776,,2.624158621,85,49.84500122,48.6269989,48.85499954,49.01599884,48.38199997,48.14099884,48.56000137,48.10599899,47.97999954,48.61199951,0.962000012,0,46.97700119,48.61800003,50.48300171,50.48300171,50.48300171,50.48300171,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:40:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1489,1500,1639,1758,1537,1738,1633,120,120,121,120,120,120,121,120,120,120,121,120,120,120,121,120,1790,1777,,2.624158621,85,49.20700073,48.90499878,49.17499924,48.25899887,48.1969986,48.27600098,48.67399979,47.90499878,47.90100098,48.5,0.950999975,0,46.89300156,48.5379982,50.1590004,50.1590004,50.1590004,50.1590004,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:41:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1488,1500,1639,1758,1537,1738,1633,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,49.97499847,49.25099945,49.59199905,49.33599854,48.37200165,49.00299835,48.69200134,48.40999985,47.92699814,48.95100021,0.958000004,0,46.7840004,48.81700134,50.83300018,50.83300018,50.83300018,50.83300018,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:42:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1488,1500,1639,1758,1536,1738,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.2140007,49.76200104,49.79299927,49.54100037,49.31999969,49.0340004,49.10400009,49.09199905,48.52799988,49.37599945,0.949999988,0,47.45500183,49.11999893,50.57300186,50.57300186,50.57300186,50.57300186,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:43:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1639,1758,1536,1738,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1776,,2.624158621,85,50.04399872,49.47100067,49.06800079,49.04199982,49.03900146,48.87900162,48.94300079,48.79100037,48.55500031,49.09199905,0.967999995,0,47.83200073,49.3409996,50.81700134,50.81700134,50.81700134,50.81700134,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:44:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.29999924,5,5,1625,1489,1500,1639,1758,1536,1738,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.34400177,49.74499893,48.77700043,48.63000107,48.85200119,47.40100098,48.31499863,48.75099945,47.73699951,48.72800064,0.939999998,0,46.59199905,48.81200027,50.79800034,50.79800034,50.79800034,50.79800034,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:45:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1488,1500,1639,1758,1536,1738,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,49.82500076,49.45199966,49.40399933,49.7159996,48.88499832,48.50600052,49.47399902,48.78499985,48.32899857,49.15299988,0.963,0,47.63700104,49.23099899,50.97100067,50.97100067,50.97100067,50.97100067,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:46:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1488,1500,1639,1758,1536,1738,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.11700058,49.71699905,49.52500153,49.30599976,49.43600082,49.15100098,49.22100067,48.55799866,48.27099991,49.25600052,0.963,0,47.5719986,49.11700058,51.19800186,51.19800186,51.19800186,51.19800186,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:47:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.20000076,5,5,1625,1489,1500,1638,1758,1537,1738,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1776,,2.624158621,85,50.51300049,49.56800079,49.91999817,50.01399994,49.29299927,49.51100159,49.7840004,49.2159996,49.02700043,49.64899826,0.95599997,0,48.13899994,49.75999832,51.52899933,51.52899933,51.52899933,51.52899933,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:49:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,18.60000038,5,5,1624,1488,1500,1266,1757,1147,1738,1274,120,120,121,120,120,120,120,118,120,120,121,120,120,120,120,118,1790,1777,,2.624158621,9,40.56200027,40.76800156,40.61899948,39.50999832,39.81600189,39.87599945,39.7179985,39.67900085,39.36899948,39.99100113,0.943000019,0,37.96900177,39.85900116,41.55599976,41.55599976,41.55599976,41.55599976,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:50:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.5,5,5,1625,1488,1500,1639,1758,1536,1738,1636,121,121,122,120,120,120,120,120,121,121,122,120,120,120,120,120,1790,1777,,2.624158621,84,47.97200012,47.7140007,48.1230011,47.125,47.22600174,47.14199829,47.64899826,47.19400024,46.50799942,47.40599823,0.952000022,0,45.50600052,47.22900009,48.69300079,48.69300079,48.69300079,48.69300079,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:51:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.39999962,5,5,1625,1489,1500,1639,1758,1536,1738,1635,120,119,120,120,120,120,120,120,120,119,120,120,120,120,120,120,1790,1777,,2.624158621,85,49.80500031,48.31100082,48.80699921,49.17900085,47.9469986,48.31100082,49.27199936,47.95600128,47.38299942,48.55199814,0.949000001,0,46.54999924,48.58499908,50.73500061,50.73500061,50.73500061,50.73500061,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:52:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.39999962,5,5,1625,1489,1500,1639,1758,1536,1738,1634,120,119,119,120,120,120,120,120,120,119,119,120,120,120,120,120,1790,1777,,2.624158621,85,50.61199951,50.26900101,50.20199966,49.74499893,49.1969986,49.58399963,50.07099915,48.95500183,49.48199844,49.79100037,0.967000008,0,48.10400009,49.6629982,51.22700119,51.22700119,51.22700119,51.22700119,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:53:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.39999962,5,5,1625,1489,1500,1639,1758,1537,1738,1635,120,119,120,120,120,120,120,121,120,119,120,120,120,120,120,121,1790,1777,,2.624158621,85,50.54100037,50.23400116,49.77700043,49.69200134,49.16999817,49.69900131,49.45399857,49.08599854,48.875,49.61399841,0.944000006,0,48.16699982,49.56800079,51.33000183,51.33000183,51.33000183,51.33000183,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:54:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.89999962,5,5,1625,1488,1500,1639,1758,1537,1738,1634,120,119,119,120,120,120,120,120,120,119,119,120,120,120,120,120,1790,1777,,2.624158621,85,51.14199829,50.58399963,49.98099899,50.0719986,49.65200043,49.20999908,49.48400116,49.11500168,48.91799927,49.79499817,0.93900001,0,48.40299988,49.71500015,51.78900146,51.78900146,51.78900146,51.78900146,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:55:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.0,5,5,1625,1489,1500,1639,1758,1537,1738,1636,120,119,120,120,120,120,120,120,120,119,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.63600159,49.68099976,50.02799988,49.94900131,49.70100021,48.91500092,49.34199905,49.65100098,48.76499939,49.63000107,0.962000012,0,48.36000061,49.77199936,51.24700165,51.24700165,51.24700165,51.24700165,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:56:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.89999962,5,5,1625,1489,1500,1639,1758,1537,1738,1635,120,119,119,120,120,120,120,120,120,119,119,120,120,120,120,120,1790,1776,,2.624158621,85,51.50699997,49.79299927,50.33200073,50.24399948,49.36399841,50.08200073,49.83300018,49.60300064,49.43500137,50.02199936,0.957000017,0,48.13199997,49.9090004,52.13899994,52.13899994,52.13899994,52.13899994,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:57:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.0,5,5,1625,1489,1500,1639,1759,1536,1738,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1776,,2.624158621,85,50.92900085,49.94499969,50.33499908,50.23400116,49.35599899,49.54999924,50.20199966,49.10699844,48.69100189,49.81700134,0.953999996,0,47.93199921,49.5890007,51.2840004,51.2840004,51.2840004,51.2840004,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:58:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.0,5,5,1625,1488,1500,1639,1758,1537,1738,1634,120,120,121,120,120,120,120,120,120,120,121,120,120,120,120,120,1790,1777,,2.624158621,85,50.61600113,49.82400131,49.65100098,49.76399994,49.39699936,49.43199921,50.08399963,49.15999985,48.93799973,49.65200043,0.957000017,0,48.0870018,49.65100098,51.6780014,51.6780014,51.6780014,51.6780014,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 09:59:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.89999962,5,5,1625,1489,1500,1639,1758,1537,1738,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.17200089,49.61500168,49.56900024,49.52799988,49.35100174,49.5379982,49.82300186,49.10900116,49.05699921,49.52899933,0.975000024,0,48.12200165,49.56900024,51.06800079,51.06800079,51.06800079,51.06800079,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 10:00:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.10000038,5,5,1625,1495,1508,1639,1758,1537,1738,1636,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.19300079,48.83200073,49.01499939,49.9070015,48.75899887,48.86199951,49.47000122,48.31299973,48.50500107,49.09500122,0.95599997,0,47.17900085,49.00799942,50.83800125,50.83800125,50.83800125,50.83800125,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 10:01:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.10000038,5,5,1625,1488,1509,1639,1758,1536,1738,1636,120,120,121,120,120,120,120,120,120,120,121,120,120,120,120,120,1790,1777,,2.624158621,85,50.59799957,49.82500076,48.26599884,49.92499924,48.94200134,48.35100174,49.67200089,48.98799896,47.97700119,49.17200089,0.947000027,0,47.26200104,49.1780014,51.24700165,51.24700165,51.24700165,51.24700165,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 10:02:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.89999962,5,5,1625,1489,1500,1639,1758,1536,1739,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,50.41899872,49.50600052,49.21900177,49.23799896,49.25899887,49.25899887,49.31299973,49.16199875,48.92399979,49.36700058,0.968999982,0,48.07500076,49.29899979,51.43399811,51.43399811,51.43399811,51.43399811,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 10:03:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.89999962,5,5,1625,1489,1500,1639,1758,1537,1738,1634,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1776,,2.624158621,85,49.70000076,49.55699921,49.47900009,49.45299911,48.68099976,48.42200089,49.17499924,48.39099884,48.22299957,49.00899887,0.952000022,0,47.58399963,48.8769989,50.55199814,50.55199814,50.55199814,50.55199814,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 10:04:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.0,5,5,1625,1495,1500,1639,1758,1536,1739,1634,120,120,121,120,120,120,120,120,120,120,121,120,120,120,120,120,1790,1776,,2.624158621,85,49.72700119,48.61600113,48.53499985,48.60800171,48.09899902,48.07400131,48.64400101,48.09799957,47.87599945,48.47499847,0.948000014,0,46.66500092,48.38800049,49.99399948,49.99399948,49.99399948,49.99399948,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 10:05:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,22.0,5,5,1625,1488,1500,1639,1758,1537,1738,1634,120,120,121,120,120,120,120,120,120,120,121,120,120,120,120,120,1790,1776,,2.624158621,85,49.45199966,48.37900162,48.44599915,48.52500153,47.88499832,47.64400101,48.73400116,47.54600143,47.20000076,48.20100021,0.949999988,0,46.55899811,48.20399857,50.39599991,50.39599991,50.39599991,50.39599991,55,88,PL261/11200*114/N40FD*N40SD白紗
1,2021/5/3 10:06:00,E0388893,HT2102120,1,4,PL261,4月3日,榮耀紫,N,#809,ADB1 GLORY PURPLE S20,0,HT2102120/20%/AN,Y,19,6,21.89999962,5,5,1625,1488,1500,1639,1758,1537,1738,1635,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1790,1777,,2.624158621,85,49.65800095,49.20700073,49.22600174,48.89500046,48.36500168,48.73099899,48.56900024,47.55699921,47.61000061,48.64699936,0.944000006,0,47.23400116,48.65599823,50.11100006,50.11100006,50.11100006,50.11100006,55,88,PL261/11200*114/N40FD*N40SD白紗
